Product Name,Product Category,Stocks Required-2023-12-01,Stocks Required-2024-01-01,Stocks Required-2024-02-01,Stocks Required-2024-03-01,Stocks Required-2024-04-01,Stocks Required-2024-05-01,Stocks Required-2024-06-01,Stocks Required-2024-07-01,Stocks Required-2024-08-01,Stocks Required-2024-09-01,Stocks Required-2024-10-01,Stocks Required-2024-11-01,Stocks Required-2024-12-01,Stock Level Thresholds-Dec-2023,"Stock Level Thresholds-Jan-2024,",Stock Level Thresholds-Feb-2024,Stock Level Thresholds-Mar-2024,Stock Level Thresholds-Apr-2024,Stock Level Thresholds-May-2024,Stock Level Thresholds-Jun-2024,Stock Level Thresholds-Jul-2024,Stock Level Thresholds-Aug-2024,Stock Level Thresholds-Sep-2024,Stock Level Thresholds-Oct-2024,Stock Level Thresholds-Nov-2024,Stock Level Thresholds-Dec-2024,Seasonality-Dec-2023,"Seasonality-Jan-2024,",Seasonality-Feb-2024,Seasonality-Mar-2024,Seasonality-Apr-2024,Seasonality-May-2024,Seasonality-Jun-2024,Seasonality-Jul-2024,Seasonality-Aug-2024,Seasonality-Sep-2024,Seasonality-Oct-2024,Seasonality-Nov-2024,Seasonality-Dec-2024,Market Changes-Dec-2023,"Market Changes-Jan-2024,",Market Changes-Feb-2024,Market Changes-Mar-2024,Market Changes-Apr-2024,Market Changes-May-2024,Market Changes-Jun-2024,Market Changes-Jul-2024,Market Changes-Aug-2024,Market Changes-Sep-2024,Market Changes-Oct-2024,Market Changes-Nov-2024,Market Changes-Dec-2024,Product Type-Dec-2023,"Product Type-Jan-2024,",Product Type-Feb-2024,Product Type-Mar-2024,Product Type-Apr-2024,Product Type-May-2024,Product Type-Jun-2024,Product Type-Jul-2024,Product Type-Aug-2024,Product Type-Sep-2024,Product Type-Oct-2024,Product Type-Nov-2024,Product Type-Dec-2024,Lead time (in days)-Dec-2023,"Lead time (in days)-Jan-2024,",Lead time (in days)-Feb-2024,Lead time (in days)-Mar-2024,Lead time (in days)-Apr-2024,Lead time (in days)-May-2024,Lead time (in days)-Jun-2024,Lead time (in days)-Jul-2024,Lead time (in days)-Aug-2024,Lead time (in days)-Sep-2024,Lead time (in days)-Oct-2024,Lead time (in days)-Nov-2024,Lead time (in days)-Dec-2024,Supplier Reliabilty-Dec-2023,"Supplier Reliabilty-Jan-2024,",Supplier Reliabilty-Feb-2024,Supplier Reliabilty-Mar-2024,Supplier Reliabilty-Apr-2024,Supplier Reliabilty-May-2024,Supplier Reliabilty-Jun-2024,Supplier Reliabilty-Jul-2024,Supplier Reliabilty-Aug-2024,Supplier Reliabilty-Sep-2024,Supplier Reliabilty-Oct-2024,Supplier Reliabilty-Nov-2024,Supplier Reliabilty-Dec-2024,Stock Handing Efficiency-Dec-2023,"Stock Handing Efficiency-Jan-2024,",Stock Handing Efficiency-Feb-2024,Stock Handing Efficiency-Mar-2024,Stock Handing Efficiency-Apr-2024,Stock Handing Efficiency-May-2024,Stock Handing Efficiency-Jun-2024,Stock Handing Efficiency-Jul-2024,Stock Handing Efficiency-Aug-2024,Stock Handing Efficiency-Sep-2024,Stock Handing Efficiency-Oct-2024,Stock Handing Efficiency-Nov-2024,Stock Handing Efficiency-Dec-2024,Product Costs(In Rs.)-Dec-2023,"Product Costs(In Rs.)-Jan-2024,",Product Costs(In Rs.)-Feb-2024,Product Costs(In Rs.)-Mar-2024,Product Costs(In Rs.)-Apr-2024,Product Costs(In Rs.)-May-2024,Product Costs(In Rs.)-Jun-2024,Product Costs(In Rs.)-Jul-2024,Product Costs(In Rs.)-Aug-2024,Product Costs(In Rs.)-Sep-2024,Product Costs(In Rs.)-Oct-2024,Product Costs(In Rs.)-Nov-2024,Product Costs(In Rs.)-Dec-2024,Maximum discount offered (in percentage)-Dec-2023,"Maximum discount offered (in percentage)-Jan-2024,",Maximum discount offered (in percentage)-Feb-2024,Maximum discount offered (in percentage)-Mar-2024,Maximum discount offered (in percentage)-Apr-2024,Maximum discount offered (in percentage)-May-2024,Maximum discount offered (in percentage)-Jun-2024,Maximum discount offered (in percentage)-Jul-2024,Maximum discount offered (in percentage)-Aug-2024,Maximum discount offered (in percentage)-Sep-2024,Maximum discount offered (in percentage)-Oct-2024,Maximum discount offered (in percentage)-Nov-2024,Maximum discount offered (in percentage)-Dec-2024,Products Expiry (in months)-Dec-2023,"Products Expiry (in months)-Jan-2024,",Products Expiry (in months)-Feb-2024,Products Expiry (in months)-Mar-2024,Products Expiry (in months)-Apr-2024,Products Expiry (in months)-May-2024,Products Expiry (in months)-Jun-2024,Products Expiry (in months)-Jul-2024,Products Expiry (in months)-Aug-2024,Products Expiry (in months)-Sep-2024,Products Expiry (in months)-Oct-2024,Products Expiry (in months)-Nov-2024,Products Expiry (in months)-Dec-2024,Backorders-Dec-2023,"Backorders-Jan-2024,",Backorders-Feb-2024,Backorders-Mar-2024,Backorders-Apr-2024,Backorders-May-2024,Backorders-Jun-2024,Backorders-Jul-2024,Backorders-Aug-2024,Backorders-Sep-2024,Backorders-Oct-2024,Backorders-Nov-2024,Backorders-Dec-2024,Bulk orders (By customers)-Dec-2023,"Bulk orders (By customers)-Jan-2024,",Bulk orders (By customers)-Feb-2024,Bulk orders (By customers)-Mar-2024,Bulk orders (By customers)-Apr-2024,Bulk orders (By customers)-May-2024,Bulk orders (By customers)-Jun-2024,Bulk orders (By customers)-Jul-2024,Bulk orders (By customers)-Aug-2024,Bulk orders (By customers)-Sep-2024,Bulk orders (By customers)-Oct-2024,Bulk orders (By customers)-Nov-2024,Bulk orders (By customers)-Dec-2024,Profit gained (In Rs.)-Dec-2023,"Profit gained (In Rs.)-Jan-2024,",Profit gained (In Rs.)-Feb-2024,Profit gained (In Rs.)-Mar-2024,Profit gained (In Rs.)-Apr-2024,Profit gained (In Rs.)-May-2024,Profit gained (In Rs.)-Jun-2024,Profit gained (In Rs.)-Jul-2024,Profit gained (In Rs.)-Aug-2024,Profit gained (In Rs.)-Sep-2024,Profit gained (In Rs.)-Oct-2024,Profit gained (In Rs.)-Nov-2024,Profit gained (In Rs.)-Dec-2024
Kookaburra Ball,Sport Equipments,256,288,338,286,377,365,394,323,94,483,315,99,110,79,109,160,72,174,149,178,102,41,192,153,48,43,good,good,good,good,best,best,best,good,average,best,good,average,average,Extreme,Extreme,Minimal,Average,Extreme,Average,Extreme,Minimal,Minimal,Average,Average,Good,Extreme,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,4,5,3,3,5,3,5,7,5,6,8,7,8,average,good,best,best,best,best,average,average,average,good,good,good,good,excellent,poor,excellent,poor,poor,excellent,excellent,poor,average,average,poor,average,poor,2369,4045,2661,2023,4018,3000,4162,2810,2794,4797,638,4703,4195,43,12,44,20,5,36,27,5,12,49,49,42,20,15,37,45,10,39,29,39,15,30,20,36,19,25,13,19,15,12,15,17,23,25,26,5,26,5,26,often,rare,often,often,often,rare,rare,often,rare,very often,very often,very often,very often,7896.0,13483.0,8870.0,6743.0,13393.0,10000.0,13873.0,9366.0,9313.0,15990.0,2126.0,15676.0,13983.0
Speedo Goggles,Sport Equipments,393,494,343,312,60,194,262,382,212,103,299,329,323,196,217,130,105,30,93,125,184,104,46,113,125,124,best,best,good,good,average,good,good,best,good,average,good,good,good,Average,Extreme,Good,Minimal,Average,Extreme,Average,Good,Minimal,Average,Minimal,Average,Average,fast selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,3,7,5,5,4,4,3,8,5,6,5,3,4,average,average,good,average,average,average,best,average,average,good,average,good,average,poor,excellent,average,excellent,poor,average,excellent,poor,average,excellent,excellent,poor,excellent,4664,584,1810,2342,1875,1886,2457,1364,2431,995,2061,4828,791,23,14,18,26,28,14,7,17,11,14,11,18,23,29,38,35,44,38,41,20,36,45,32,21,9,40,9,4,47,11,2,76,47,52,13,40,75,2,62,very often,very often,rare,very often,very often,often,rare,often,rare,often,often,rare,rare,15546.0,1946.0,6033.0,7806.0,6250.0,6286.0,8190.0,4546.0,8103.0,3316.0,6870.0,16093.0,2636.0
Adidas Backpack,Sport Equipments,324,135,197,80,83,319,188,380,309,303,401,272,122,151,44,89,21,20,130,55,112,129,135,116,97,40,best,good,good,average,average,best,good,best,best,best,best,good,good,Good,Minimal,Average,Extreme,Extreme,Minimal,Minimal,Average,Good,Good,Good,Minimal,Minimal,fast selling,fast selling,slow selling,slow selling,slow selling,fast selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,fast selling,6,4,5,4,4,8,6,3,3,8,6,7,7,good,good,average,average,good,best,average,good,best,best,good,best,average,average,excellent,poor,poor,average,poor,poor,average,average,average,average,poor,poor,2824,1323,4180,915,957,1938,1537,1076,3322,746,1471,523,1223,12,17,20,22,17,32,29,44,30,28,13,36,23,10,47,41,43,38,28,34,24,35,36,24,22,17,8,9,20,2,20,20,15,3,12,22,21,19,25,very often,rare,often,often,very often,very often,rare,rare,very often,very often,very often,very often,rare,9413.0,4410.0,13933.0,3050.0,3190.0,6460.0,5123.0,3586.0,11073.0,2486.0,4903.0,1743.0,4076.0
Nivia Football,Sport Equipments,87,128,267,492,166,415,154,461,449,327,345,221,363,24,44,121,183,76,170,76,226,218,104,138,106,97,average,average,good,best,good,best,good,best,best,good,best,good,best,Average,Good,Good,Average,Average,Extreme,Minimal,Minimal,Minimal,Minimal,Average,Extreme,Extreme,slow selling,slow selling,slow selling,fast selling,fast selling,fast selling,fast selling,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,5,4,7,4,3,4,4,6,6,7,3,6,8,best,best,average,average,good,average,best,best,best,best,average,average,best,poor,excellent,average,average,excellent,poor,excellent,excellent,excellent,poor,poor,poor,poor,1404,4092,2115,622,1679,2400,1615,748,4646,1844,1889,4223,4960,20,21,44,30,18,11,47,23,17,17,29,40,27,18,17,27,25,14,39,40,33,37,31,18,7,32,34,17,11,73,40,80,26,12,59,36,1,32,27,very often,often,rare,rare,often,very often,often,rare,often,very often,very often,very often,rare,4680.0,13640.0,7050.0,2073.0,5596.0,8000.0,5383.0,2493.0,15486.0,6146.0,6296.0,14076.0,16533.0
Yonex Badminton Racket,Sport Equipments,126,462,317,380,372,436,121,110,252,84,119,399,486,57,124,152,127,95,135,45,28,121,37,42,153,204,average,best,good,best,best,best,average,average,good,average,average,best,best,Extreme,Minimal,Extreme,Good,Extreme,Good,Average,Minimal,Extreme,Minimal,Good,Extreme,Minimal,fast selling,fast selling,fast selling,slow selling,slow selling,slow selling,fast selling,slow selling,fast selling,fast selling,slow selling,fast selling,slow selling,5,6,4,3,8,6,4,6,6,5,6,5,6,good,best,good,best,best,good,best,good,good,average,average,average,best,poor,average,average,average,excellent,average,average,poor,poor,poor,poor,excellent,poor,2009,2725,3558,1803,2115,943,2052,4619,3186,2121,2374,3326,1796,35,9,20,46,43,38,29,44,5,18,31,22,39,35,44,12,29,7,17,8,14,32,48,24,47,28,28,17,97,111,16,2,6,18,90,105,39,57,58,rare,very often,rare,very often,often,very often,very often,very often,very often,often,very often,rare,very often,6696.0,9083.0,11860.0,6010.0,7050.0,3143.0,6840.0,15396.0,10620.0,7070.0,7913.0,11086.0,5986.0
Stiga Table Tennis Bat,Sport Equipments,288,391,363,133,168,410,78,495,218,456,455,205,70,103,191,92,45,71,196,34,165,72,167,136,90,24,good,best,best,average,good,best,average,best,good,best,best,good,average,Good,Average,Minimal,Average,Average,Minimal,Extreme,Good,Good,Average,Good,Average,Minimal,fast selling,slow selling,slow selling,fast selling,slow selling,fast selling,fast selling,fast selling,fast selling,fast selling,slow selling,fast selling,slow selling,8,4,4,6,5,6,6,8,8,3,5,8,6,average,best,best,best,best,best,good,average,best,best,best,best,good,excellent,excellent,excellent,excellent,poor,poor,excellent,poor,poor,excellent,poor,poor,poor,4709,1005,4684,586,1561,4751,4084,929,4830,933,4687,4659,670,13,43,14,27,28,38,38,45,20,38,48,35,31,35,25,48,27,14,46,29,36,41,36,16,31,43,8,17,6,2,4,11,9,10,11,6,2,16,8,often,rare,very often,often,very often,often,very often,often,rare,often,often,very often,very often,15696.0,3350.0,15613.0,1953.0,5203.0,15836.0,13613.0,3096.0,16100.0,3110.0,15623.0,15530.0,2233.0
SG Cricket Bat,Sport Equipments,168,120,173,122,322,94,150,111,202,156,168,341,246,74,42,74,57,129,45,54,28,71,75,84,131,115,good,good,good,good,best,average,good,good,good,good,good,best,best,Good,Good,Good,Extreme,Average,Extreme,Minimal,Average,Average,Average,Extreme,Minimal,Extreme,fast selling,slow selling,slow selling,slow selling,fast selling,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,3,8,8,8,7,4,8,6,5,8,3,4,4,average,good,good,good,good,best,average,average,average,best,best,average,good,poor,poor,excellent,average,excellent,average,average,excellent,excellent,excellent,excellent,excellent,excellent,2057,4822,4410,3874,1722,2903,2849,4420,4579,793,767,1525,859,16,34,16,16,33,36,31,40,14,48,24,23,21,22,39,48,40,6,22,11,44,8,26,13,40,14,13,40,4,7,22,48,7,8,55,50,30,22,9,often,often,very often,often,often,rare,very often,rare,often,rare,rare,rare,often,6856.0,16073.0,14700.0,12913.0,5740.0,9676.0,9496.0,14733.0,15263.0,2643.0,2556.0,5083.0,2863.0
Cosco Volleyball,Sport Equipments,176,164,86,217,427,314,136,125,435,215,450,248,406,47,51,28,67,205,99,58,55,207,88,121,102,102,good,good,average,good,best,good,good,average,best,good,best,good,best,Extreme,Minimal,Average,Minimal,Minimal,Minimal,Good,Good,Extreme,Minimal,Average,Minimal,Average,fast selling,slow selling,slow selling,slow selling,fast selling,slow selling,fast selling,slow selling,fast selling,fast selling,fast selling,fast selling,slow selling,5,6,3,7,4,6,3,4,3,8,7,4,7,good,best,good,best,average,average,good,good,average,best,best,best,best,average,average,average,excellent,excellent,average,excellent,excellent,poor,poor,poor,excellent,average,1419,1816,3699,1027,4423,3658,1357,828,922,4356,4553,706,1736,13,14,23,35,34,41,15,40,32,19,43,27,24,24,15,23,12,16,6,7,21,45,48,29,43,10,78,99,59,71,60,19,18,49,72,47,48,26,91,often,very often,often,rare,very often,often,rare,often,often,often,often,rare,very often,4730.0,6053.0,12330.0,3423.0,14743.0,12193.0,4523.0,2760.0,3073.0,14520.0,15176.0,2353.0,5786.0
Spartan Helmet,Sport Equipments,483,407,217,464,322,178,404,246,344,231,311,79,422,200,188,88,172,127,78,119,107,137,105,128,31,161,best,best,good,best,good,good,best,good,best,good,good,average,best,Minimal,Minimal,Average,Average,Minimal,Minimal,Good,Good,Minimal,Extreme,Average,Extreme,Average,fast selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,fast selling,4,6,6,3,4,3,6,3,6,8,7,5,8,good,average,best,average,average,best,good,average,average,best,average,best,best,average,excellent,poor,excellent,poor,poor,excellent,poor,average,average,excellent,average,poor,1413,2481,2164,4352,1570,815,711,1184,4316,2340,1376,2320,2458,14,20,20,19,16,38,5,47,49,23,44,29,40,41,32,45,25,38,6,6,35,21,7,33,47,9,97,83,73,49,32,13,105,96,47,4,77,1,103,rare,rare,rare,very often,often,very often,rare,very often,often,rare,very often,often,very often,4710.0,8270.0,7213.0,14506.0,5233.0,2716.0,2370.0,3946.0,14386.0,7800.0,4586.0,7733.0,8193.0
Puma Sports Shoes,Sport Equipments,312,290,195,156,163,306,309,407,269,268,343,389,420,122,83,61,55,60,116,154,147,99,85,159,167,186,best,good,good,good,good,best,best,best,good,good,best,best,best,Good,Extreme,Good,Average,Average,Average,Minimal,Good,Average,Average,Minimal,Minimal,Average,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,7,6,6,7,4,7,3,4,6,4,8,3,3,average,good,best,good,good,average,best,good,average,average,average,good,average,excellent,poor,poor,excellent,average,excellent,excellent,excellent,average,average,excellent,average,average,2213,4971,4936,3548,4159,3622,3489,1259,2797,4367,2042,4399,3252,9,26,23,26,27,49,17,5,25,28,35,27,45,40,20,15,37,29,36,27,23,42,8,11,48,8,65,35,79,96,53,7,63,87,100,55,63,27,8,rare,very often,very often,often,rare,very often,rare,often,very often,rare,rare,very often,very often,7376.0,16570.0,16453.0,11826.0,13863.0,12073.0,11630.0,4196.0,9323.0,14556.0,6806.0,14663.0,10840.0
Kookaburra Ball,Sport Equipments,161,404,135,269,81,231,465,168,295,235,262,146,422,70,200,51,98,38,94,177,63,143,104,116,70,196,good,best,average,good,average,good,best,good,good,good,good,good,best,Minimal,Average,Good,Good,Minimal,Good,Minimal,Good,Extreme,Good,Average,Good,Average,fast selling,fast selling,fast selling,slow selling,fast selling,slow selling,fast selling,fast selling,slow selling,slow selling,slow selling,slow selling,fast selling,4,3,4,7,7,4,4,5,4,5,7,6,3,good,average,best,good,average,good,good,good,best,good,good,average,good,excellent,poor,excellent,excellent,average,poor,poor,average,excellent,poor,excellent,average,poor,4235,1256,3651,2817,3562,1092,787,2410,3698,1529,3179,3377,1515,16,47,12,43,25,39,30,8,35,23,19,14,22,44,20,47,33,20,6,6,18,34,43,43,26,38,72,25,96,11,84,56,28,72,98,39,104,57,9,often,rare,often,often,very often,often,rare,very often,very often,often,very often,often,rare,14116.0,4186.0,12170.0,9390.0,11873.0,3640.0,2623.0,8033.0,12326.0,5096.0,10596.0,11256.0,5050.0
Speedo Goggles,Sport Equipments,190,486,489,308,313,150,298,385,176,359,268,201,66,72,201,126,135,140,52,128,120,71,108,92,86,30,good,best,best,good,good,good,good,best,good,best,good,good,average,Good,Minimal,Average,Good,Average,Good,Minimal,Good,Good,Minimal,Average,Good,Average,fast selling,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,8,4,3,7,3,7,3,8,5,6,3,4,8,average,good,average,best,average,good,best,best,best,average,good,good,average,poor,average,average,excellent,poor,excellent,excellent,excellent,poor,excellent,poor,excellent,average,881,3035,2278,3448,3187,1551,4493,1316,2367,4305,4973,1101,1055,24,34,24,44,42,41,33,48,35,31,32,34,38,37,48,10,46,34,43,45,36,37,21,6,13,39,8,14,7,6,9,11,11,7,13,16,9,2,2,rare,rare,rare,often,very often,often,often,very often,very often,often,very often,often,often,2936.0,10116.0,7593.0,11493.0,10623.0,5170.0,14976.0,4386.0,7890.0,14350.0,16576.0,3670.0,3516.0
Adidas Backpack,Sport Equipments,310,276,450,353,254,170,265,349,426,105,380,228,274,142,87,216,106,115,53,117,151,110,49,118,81,80,good,good,best,best,good,good,good,best,best,average,best,good,good,Minimal,Extreme,Average,Minimal,Good,Minimal,Good,Good,Extreme,Extreme,Good,Minimal,Good,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,fast selling,slow selling,slow selling,3,7,6,8,4,4,8,5,6,5,8,8,8,good,average,average,good,best,best,average,best,good,best,good,average,best,poor,average,average,excellent,average,poor,poor,poor,poor,excellent,poor,average,poor,2129,4927,4801,1170,2676,4458,4148,743,2261,1584,4167,4601,1057,5,21,9,30,34,20,22,19,50,7,6,5,25,9,33,19,46,46,9,27,45,26,14,17,31,43,46,53,18,53,67,20,5,68,58,66,30,30,56,rare,rare,rare,often,very often,rare,often,often,rare,rare,very often,rare,often,7096.0,16423.0,16003.0,3900.0,8920.0,14860.0,13826.0,2476.0,7536.0,5280.0,13890.0,15336.0,3523.0
Nivia Football,Sport Equipments,239,184,422,77,452,229,390,63,133,192,196,187,414,66,59,200,19,147,108,146,24,62,67,82,46,205,good,good,best,average,best,good,best,average,average,good,good,good,best,Average,Extreme,Minimal,Extreme,Extreme,Minimal,Extreme,Minimal,Average,Extreme,Minimal,Minimal,Average,fast selling,slow selling,fast selling,fast selling,fast selling,fast selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,fast selling,3,3,6,6,8,6,7,7,6,5,6,5,4,best,average,good,best,average,average,average,best,average,average,average,best,best,average,poor,excellent,average,poor,poor,average,average,excellent,excellent,excellent,average,excellent,1570,2784,1810,4284,2201,1875,1345,4351,3010,1695,3611,3973,4693,40,14,34,46,14,10,25,12,46,35,22,17,5,7,37,35,6,31,19,22,21,34,6,31,47,31,57,47,83,13,5,61,95,40,4,52,72,42,50,very often,often,often,very often,rare,very often,rare,rare,often,very often,often,very often,often,5233.0,9280.0,6033.0,14280.0,7336.0,6250.0,4483.0,14503.0,10033.0,5650.0,12036.0,13243.0,15643.0
Yonex Badminton Racket,Sport Equipments,360,309,58,347,247,200,490,338,183,72,315,496,133,110,119,20,104,90,100,127,100,90,22,123,194,56,best,good,average,good,good,good,best,good,good,average,good,best,average,Minimal,Average,Average,Good,Average,Average,Minimal,Extreme,Extreme,Average,Good,Extreme,Minimal,fast selling,slow selling,fast selling,fast selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,fast selling,slow selling,fast selling,3,5,8,4,7,7,3,4,3,3,8,5,5,good,good,average,best,best,average,good,average,good,good,best,average,good,average,poor,average,poor,average,excellent,average,poor,poor,poor,excellent,poor,excellent,2185,840,4077,1742,1794,4915,3431,4848,3684,1934,1256,4796,3284,17,19,34,35,48,32,15,27,8,25,14,21,43,33,28,25,45,24,30,6,22,36,14,40,18,39,16,13,25,30,7,7,13,32,32,6,5,26,3,often,often,often,rare,very often,very often,often,very often,very often,often,rare,rare,very often,7283.0,2800.0,13590.0,5806.0,5980.0,16383.0,11436.0,16160.0,12280.0,6446.0,4186.0,15986.0,10946.0
Stiga Table Tennis Bat,Sport Equipments,390,165,496,455,210,116,162,267,287,230,394,282,260,179,59,143,219,102,50,70,71,109,85,177,103,83,best,good,best,best,good,average,good,good,good,good,best,good,good,Good,Minimal,Extreme,Extreme,Average,Extreme,Good,Extreme,Good,Average,Average,Average,Extreme,fast selling,fast selling,fast selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,3,5,8,4,6,7,7,6,6,3,7,7,4,average,average,best,best,average,best,best,best,average,best,good,best,good,average,average,average,average,excellent,average,poor,excellent,average,excellent,average,poor,excellent,3339,1825,2842,1056,4992,4106,2232,3646,2041,3964,2712,696,4513,20,25,21,15,48,16,50,49,30,26,47,42,21,29,40,24,45,28,6,23,38,11,47,30,43,41,1,27,5,8,59,42,35,46,40,1,1,13,15,very often,very often,often,often,very often,very often,rare,very often,rare,rare,very often,very often,rare,11130.0,6083.0,9473.0,3520.0,16640.0,13686.0,7440.0,12153.0,6803.0,13213.0,9040.0,2320.0,15043.0
SG Cricket Bat,Sport Equipments,147,73,253,338,188,415,140,343,333,346,110,123,357,70,22,67,150,71,180,35,160,166,144,41,41,108,good,average,good,best,good,best,good,best,best,best,average,average,best,Minimal,Average,Extreme,Minimal,Minimal,Good,Good,Extreme,Average,Extreme,Extreme,Minimal,Minimal,fast selling,slow selling,fast selling,slow selling,fast selling,fast selling,fast selling,fast selling,slow selling,slow selling,fast selling,slow selling,fast selling,7,5,7,7,6,3,7,4,6,6,3,3,4,best,best,average,best,best,average,good,average,good,best,average,good,average,excellent,average,poor,excellent,excellent,poor,average,poor,average,average,excellent,excellent,poor,1761,2549,2245,4722,2880,2642,4690,4713,989,1809,3462,2727,2236,25,23,29,18,29,14,50,42,17,46,45,19,45,22,35,12,31,35,14,30,11,34,44,15,42,45,56,53,86,38,28,38,64,34,29,3,23,19,17,rare,very often,very often,often,rare,often,very often,rare,very often,rare,rare,often,rare,5870.0,8496.0,7483.0,15740.0,9600.0,8806.0,15633.0,15710.0,3296.0,6030.0,11540.0,9090.0,7453.0
Cosco Volleyball,Sport Equipments,378,166,132,390,265,178,210,234,451,294,337,306,308,115,49,42,109,94,60,76,97,173,102,153,88,126,best,good,average,best,good,good,good,good,best,good,best,good,good,Average,Minimal,Good,Extreme,Good,Good,Average,Good,Extreme,Average,Minimal,Extreme,Good,fast selling,fast selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,7,6,5,5,5,5,3,4,8,6,8,6,3,good,average,best,average,good,good,good,average,best,best,best,good,best,poor,excellent,average,excellent,poor,excellent,excellent,average,average,poor,average,excellent,excellent,4742,1038,1540,704,4032,1570,1510,2282,4132,3141,1463,2493,3012,49,39,28,26,21,26,42,15,17,46,35,26,29,24,21,41,47,40,14,7,23,44,37,34,45,43,69,24,74,53,68,22,35,58,75,39,31,76,31,very often,often,often,very often,very often,often,very often,very often,very often,rare,very often,rare,very often,15806.0,3460.0,5133.0,2346.0,13440.0,5233.0,5033.0,7606.0,13773.0,10470.0,4876.0,8310.0,10040.0
Spartan Helmet,Sport Equipments,366,105,316,202,108,84,238,187,205,443,99,241,203,118,28,126,63,48,40,64,53,88,193,27,71,60,best,average,best,good,average,average,good,good,good,best,average,good,good,Good,Extreme,Extreme,Good,Average,Good,Good,Minimal,Good,Minimal,Minimal,Minimal,Good,fast selling,fast selling,fast selling,fast selling,slow selling,slow selling,fast selling,slow selling,slow selling,fast selling,fast selling,fast selling,slow selling,3,5,8,7,4,4,8,5,8,3,6,7,4,best,average,average,good,best,best,good,best,good,best,good,average,best,average,poor,average,average,excellent,excellent,excellent,poor,poor,average,average,excellent,average,2932,4837,3831,3129,2435,4906,2877,1647,1141,4542,2956,2316,1639,26,50,23,28,20,31,16,26,20,41,10,14,10,45,46,35,13,11,15,24,44,46,44,32,20,31,6,22,47,21,19,1,10,11,17,29,32,25,31,often,very often,very often,rare,very often,very often,often,rare,often,rare,very often,rare,very often,9773.0,16123.0,12770.0,10430.0,8116.0,16353.0,9590.0,5490.0,3803.0,15140.0,9853.0,7720.0,5463.0
Puma Sports Shoes,Sport Equipments,80,210,474,437,289,441,74,425,179,166,482,95,388,38,87,119,212,80,218,27,146,81,44,201,26,186,average,good,best,best,good,best,average,best,good,good,best,average,best,Average,Average,Good,Good,Extreme,Average,Minimal,Good,Good,Average,Minimal,Average,Minimal,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,fast selling,fast selling,fast selling,slow selling,fast selling,fast selling,fast selling,3,4,4,4,4,8,7,6,5,8,6,8,5,average,good,average,average,average,average,good,good,good,best,best,best,best,poor,average,excellent,poor,excellent,poor,average,poor,excellent,excellent,excellent,average,average,2677,877,4753,3938,2777,832,1315,860,2692,1766,1721,4606,1887,41,39,42,17,18,45,22,28,48,26,27,26,9,38,18,26,15,39,38,40,15,17,16,24,37,38,55,31,74,34,17,23,45,86,88,6,15,18,60,often,rare,rare,very often,often,often,very often,often,often,very often,very often,rare,rare,8923.0,2923.0,15843.0,13126.0,9256.0,2773.0,4383.0,2866.0,8973.0,5886.0,5736.0,15353.0,6290.0
Kookaburra Ball,Sport Equipments,243,73,357,377,272,492,179,262,380,432,493,152,233,66,28,91,186,114,143,63,128,158,202,162,48,108,good,average,best,best,good,best,good,good,best,best,best,good,good,Good,Extreme,Minimal,Good,Average,Extreme,Good,Extreme,Minimal,Extreme,Average,Good,Good,fast selling,slow selling,fast selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,8,7,6,8,3,4,6,6,5,8,5,7,4,average,average,best,good,best,best,good,good,average,best,average,average,best,excellent,excellent,average,average,average,poor,excellent,average,poor,excellent,average,excellent,excellent,3380,3682,2796,2848,2961,3501,3334,1279,2379,3000,938,4904,1785,11,35,47,42,33,41,6,38,15,13,46,20,30,9,15,16,15,33,6,19,47,14,42,11,33,25,32,23,2,54,10,1,33,50,31,48,40,21,40,often,very often,very often,rare,very often,rare,often,often,very often,rare,rare,rare,very often,11266.0,12273.0,9320.0,9493.0,9870.0,11670.0,11113.0,4263.0,7930.0,10000.0,3126.0,16346.0,5950.0
